,sepal_length,sepal_width,petal_length,petal_width,species
930,3,NA,NA,NA,930
931,1,NA,NA,NA,931
932,2,NA,NA,NA,932
933,4,NA,NA,NA,933
934,1,NA,NA,NA,934
935,3,NA,NA,NA,935
936,1,NA,NA,NA,936
937,3,NA,NA,NA,937
938,1,NA,NA,NA,938
939,4,NA,NA,NA,939
940,1,NA,NA,NA,940
941,2,NA,NA,NA,941
942,3,NA,NA,NA,942
943,4,NA,NA,NA,943
944,2,NA,NA,NA,944
945,4,NA,NA,NA,945
946,3,NA,NA,NA,946
947,1,NA,NA,NA,947
948,1,NA,NA,NA,948
949,1,NA,NA,NA,949
950,4,NA,NA,NA,950
951,4,NA,NA,NA,951
952,1,NA,NA,NA,952
953,4,NA,NA,NA,953
954,2,NA,NA,NA,954
955,3,NA,NA,NA,955
956,1,NA,NA,NA,956
957,3,NA,NA,NA,957
958,2,NA,NA,NA,958
959,3,NA,NA,NA,959
960,3,NA,NA,NA,960
961,3,NA,NA,NA,961
962,4,NA,NA,NA,962
963,4,NA,NA,NA,963
964,1,NA,NA,NA,964
965,1,NA,NA,NA,965
966,3,NA,NA,NA,966
967,3,NA,NA,NA,967
968,2,NA,NA,NA,968
969,4,NA,NA,NA,969
970,3,NA,NA,NA,970
971,4,NA,NA,NA,971
972,4,NA,NA,NA,972
973,4,NA,NA,NA,973
974,2,NA,NA,NA,974
975,4,NA,NA,NA,975
976,3,NA,NA,NA,976
977,2,NA,NA,NA,977
978,3,NA,NA,NA,978
979,4,NA,NA,NA,979
980,3,NA,NA,NA,980
981,1,NA,NA,NA,981
982,3,NA,NA,NA,982
983,1,NA,NA,NA,983
984,2,NA,NA,NA,984
985,4,NA,NA,NA,985
986,1,NA,NA,NA,986
987,4,NA,NA,NA,987
988,3,NA,NA,NA,988
989,3,NA,NA,NA,989
990,3,NA,NA,NA,990
991,2,NA,NA,NA,991
992,4,NA,NA,NA,992
993,2,NA,NA,NA,993
994,2,NA,NA,NA,994
995,2,NA,NA,NA,995
996,3,NA,NA,NA,996
997,2,NA,NA,NA,997
998,2,NA,NA,NA,998
999,4,NA,NA,NA,999
